,ID_Pelicula,Tipo,Título,Link,Sinopsis,Calificación,Lanzamiento,Duración [MIN]
92,51070,Movie,Decisión final,https://www.starz.com/ar/es/movies/Decisión-final-51070,"En el día del Draft de la NFL, el gerente general de los Cafés de Cleveland debe decidir que es lo que está dispuesto a sacrificar mientras busca al seleccionado número uno.",SAM13,2014,109
93,50713,Movie,Dredd,https://www.starz.com/ar/es/movies/Dredd-50713,"Una prostituta convertida en narcotraficante pretende apoderarse de la futurista ciudad de Mega City One. El juez Dredd, el principal miembro de una fuerza policial de élite, es la última esperanza de la ciudad.",SAM16,2012,95
94,6612,Movie,Dune,https://www.starz.com/ar/es/movies/Dune-6612,Ésta es la saga del guerrero Intergaláctico Paul Atreides y su ascenso mesiánico para conducir a su pueblo en su lucha por la supervivencia.,SAM13,1984,136
95,51654,Movie,El gringo,https://www.starz.com/ar/es/movies/El-gringo-51654,Un hombre es emboscado en una ciudad fronteriza mexicana llena de gángsters con una bolsa llena de dinero robado y debe encontrar la manera de mantenerse con vida hasta que pueda salir.,SAM16,2012,98
96,38259,Movie,Enemigo invisible,https://www.starz.com/ar/es/movies/Enemigo-invisible-38259,"La coronel Katherine Powell dirige una misión secreta de drones para capturar a un grupo de terroristas que vive en una casa de seguridad en Narobi, Kenia. La situación escala de nivel cuando el piloto del drone se dirige a atacar se percata que una niña de 9 años entra en la zona de muerte. Powell contacta a sus superiores para tomar la dificil desición de seguir o detener la operación.",SAM16,2016,102
97,50202,Movie,Plan de escape,https://www.starz.com/ar/es/movies/Plan-de-escape-50202,"Ray Breslin, una de las principales autoridades del mundo en materia de seguridad estructural, acepta asumir un trabajo poco ortodoxo: salir de una instalación ultra secreta y de alta tecnología llamada la Tumba. Cuando acepta, se inserta en la prisión más secreta y segura del mundo, y necesitará la ayuda de un compañero preso llamado Emil Rottmayer.",SAM16,2013,115
98,62698,Movie,Father Figures,https://www.starz.com/ar/es/movies/Father-Figures-62698,"Dos hermanos mellizos crecieron pensando que su padre había muerto, pero descubren que está vivo y emprenden un viaje para encontrarlo. No será sencillo, ya que su madre se acostó con muchos hombres poderosos y famosos en la década de 1970.",SAM16,2017,112
99,50421,Movie,Pobres divas,https://www.starz.com/ar/es/movies/Pobres-divas-50421,"Nora y Mary Domínguez, dos hermanas que llevan una vida fácil y llena de lujos en Beverly Hills, lo pierden todo cuando su padre muere súbitamente. Las hermanas van a vivir con su tía a Los Ángeles Este, una zona mucho más humilde de la ciudad.",SAM13,2011,106
100,30233,Movie,A conseguir trabajo,https://www.starz.com/ar/es/movies/A-conseguir-trabajo-30233,"Cuando Will se queda sin trabajo y a Jillian la despiden, la joven pareja y sus amigos deben soportar la humillación pública, novatadas y pruebas de dopaje sorpresa para poder iniciar sus carreras como principiantes.",SAM13,2016,82
101,62676,Movie,El castillo de cristal,https://www.starz.com/ar/es/movies/El-castillo-de-cristal-62676,"Aventuras extravagantes de una familia resiliente y unida encabezan El castillo de cristal, una extraordinaria historia de amor incondicional.",SAM13,2017,126
102,59238,Movie,Dioses de Egipto,https://www.starz.com/ar/es/movies/Dioses-de-Egipto-59238,"Bek, un héroe mortal, se une al dios Horus en una alianza contra Set, el despiadado dios de las tinieblas, que ha usurpado el trono de Egipto, sumiendo a un imperio que una vez fue pacífico y próspero en el caos y el conflicto.",SAM13,2016,127
103,51727,Movie,Fenómeno siniestro 2,https://www.starz.com/ar/es/movies/Fenómeno-siniestro-2-51727,"Un año después de que un equipo de filmación pasara una noche fatal en el Hospital Psiquiátrico Collingwood, un nuevo equipo vuelve a los pasillos en busca de la verdad. Es decir, si queda alguien vivo para contarlo.",SAM16,2012,99
104,51947,Movie,Grey Lady,https://www.starz.com/ar/es/movies/Grey-Lady-51947,"Después de que su compañera policía y amante, fuera asesinada en Boston, el detective de homicidios James Doyle (Eric Dane) sigue una pista puesta en las últimas palabras de ella hasta la remota isla de Nantucket para buscar a su asesino en la solitaria temporada baja.",SAM16,2017,109
105,51492,Movie,El grito 3,https://www.starz.com/ar/es/movies/El-grito-3-51492,Un doctor (Shawnee Smith) necesita la ayuda de una misteriosa mujer japonesa para combatir a dos fantasmas vengativos.,SAM16,2009,90
106,29251,Movie,The Grudge 2,https://www.starz.com/ar/es/movies/The-Grudge-2-29251,Una joven mujer (Amber Tamblyn) descubre una terrible maldición mientras busca a su hermana (Sarah Michelle Gellar) desaparecida en Tokio.,SAM13,2006,102
107,29285,Movie,El grito,https://www.starz.com/ar/es/movies/El-grito-29285,Karen es una enfermera estadounidense que vive en Tokio y está expuesta a una misteriosa maldición sobrenatural. La maldición es un espíritu vengativo que posee a una persona en una rabia poderosa antes de reclamar su vida.,SAM13,2004,91
108,49407,Movie,La Guardería de Papá,https://www.starz.com/ar/es/movies/La-Guardería-de-Papá-49407,"Cuando los ejecutivos publicitarios Charlie y Phil pierden su trabajo intentando vender un cereal de desayuno con sabor a verduras, se convierten en los propietarios de la guardería Papá Canguro.",ATP,2003,92
109,46437,Movie,Noche de brujas,https://www.starz.com/ar/es/movies/Noche-de-brujas-46437,"En Halloween, Michael Myers aterroriza a una adolescente y sus amigos.",SAM16,1978,91
110,52072,Movie,Halloween 4: el regreso de Michael Myers,https://www.starz.com/ar/es/movies/Halloween-4:-el-regreso-de-Michael-Myers-52072,"Hace diez años, cambió la manera de vivir el día de brujas.  Esta noche...¡él está de vuelta!",SAM16,1988,88
111,52080,Movie,Halloween 5: la venganza de Michael Myers,https://www.starz.com/ar/es/movies/Halloween-5:-la-venganza-de-Michael-Myers-52080,"Los ciudadanos de Haddonfield, Illinois, están a punto de soportar la venganza de Michael Myers, ya que el presunto asesino muerto ha vuelto para a matar de nuevo.  Protagonizada por Donald Pleasance y Danielle Harris.",SAM16,1989,97
112,29934,Movie,Halloween II,https://www.starz.com/ar/es/movies/Halloween-II-29934,"El desquiciado asesino Michael Myers regresa, y está mucho más decidido a asesinar a Laurie Strode. Mientras tanto, ella intenta descubrir la verdad de sus ansias de matarla, y finalmente descubre un secreto impactante.",SAM16,1981,92
113,63451,Movie,El árbol de Navidad,https://www.starz.com/ar/es/movies/El-árbol-de-Navidad-63451,"Cuando la chica de la gran ciudad (Lacey Chabert) regresa para salvar la el vivero de árboles de su infancia, tal vez puede redescubrir más de lo que quería, incluyendo a su amor verdadero.",ATP,2014,87
114,50815,Movie,Los juegos del hambre: En llamas,https://www.starz.com/ar/es/movies/Los-juegos-del-hambre:-En-llamas-50815,"Katniss Everdeen ha regresado a casa a salvo después de ganar los 74º juegos anuales del Hambre. Siente que una rebelión se avecina, pero el Capitolio todavía está en control, ya que los Próximos juegos del Hambre están listos.",SAM13,2013,146
115,50738,Movie,Los juegos del hambre: Sinsajo - Parte 1,https://www.starz.com/ar/es/movies/Los-juegos-del-hambre:-Sinsajo---Parte-1-50738,"El fenómeno mundial continúa. Katniss (Jennifer Lawrence) sobrevivió y destruyó los Juegos del Hambre, y ahora se levanta con el Distrito 13 para luchar contra el presidente Snow (Donald Sutherland).",SAM13,2014,122
116,62700,Movie,Si Solo Pudiera Imaginar,https://www.starz.com/ar/es/movies/Si-Solo-Pudiera-Imaginar-62700,"Bart Millard es el líder de la banda cristiana MercyMe, que pierde a su padre por un cáncer. Este trágico suceso le inspira a escribir una canción que tiene gran éxito llamada I Can Only Imagine y en la que se inspira está dramática historia.",ATP,2018,110
117,25826,Movie,Dulce venganza 2,https://www.starz.com/ar/es/movies/Dulce-venganza-2-25826,"Del director de la aclamada remake del 2010, este nuevo episodio impactante muestra a una modelo brutalizada que sobrevive para buscar su venganza.  Protagonizada por Jemma Dallender y Joe Absolom.",SAM16,2013,106
118,51754,Movie,Lo imposible,https://www.starz.com/ar/es/movies/Lo-imposible-51754,"Esta película aclamada por la por Naomi Watts y Ewan McGregor está basada en la verdadera historia de una familia atrapada en una de las peores catástrofes naturales de nuestro tiempo, el tsunami del 2004, que devastó el sudeste asiático.",SAM13,2012,113
119,51811,Movie,Los Perdedores Movie,https://www.starz.com/ar/es/movies/Los-Perdedores-Movie-51811,"Cuatro mejores amigos se embarcan en unas vacaciones inolvidables en el extranjero llenas de sol, alcohol y la promesa de una pasión salvaje y loca en esta estrambótica comedia británica.",SAM16,2012,97
120,43870,Movie,Jane Eyre,https://www.starz.com/ar/es/movies/Jane-Eyre-43870,"Cuando la institutriz huérfana Jane Eyre Mia Wasikowska) llega al imponente Thornfield Hall, queda fascinada por su meditabundo y rico empleador, Rochester (Michael Fassbender).",SAM13,2011,120
121,29696,Movie,Jerry Maguire: Amor y desafio,https://www.starz.com/ar/es/movies/Jerry-Maguire:-Amor-y-desafio-29696,"Tom Cruise hace su mejor actuación hasta la fecha (Neil Rosen, NY-1) como representante deportivo que de repente descubre sus escrúpulos y en consecuencia pierde su trabajo.",SAM13,1996,138
122,62688,Movie,Jigsaw: El juego continúa,https://www.starz.com/ar/es/movies/Jigsaw:-El-juego-continúa-62688,"Cadáveres se han estado apareciendo por toda la ciudad. Conforme la investigación avanza, las evidencias indican hacia un hombre: John Kramer. Pero ¿cómo puede ser esto? El hombre conocido como Jigsaw ha estado muerto por más de diez años.",SAM16,2017,91
123,44132,Movie,Una esposa de mentira,https://www.starz.com/ar/es/movies/Una-esposa-de-mentira-44132,Un hombre recurre a una mujer y a sus hijos para conquistar a la mujer de sus sueños.,SAM13,2011,116
124,6462,Movie,El Karate Kid,https://www.starz.com/ar/es/movies/El-Karate-Kid-6462,"Un adolescente aprende sobre la vida, la amistad y el coraje bajo la guía de un maestro de artes marciales.",ATP,1984,126
125,62756,Movie,El legado,https://www.starz.com/ar/es/movies/El-legado-62756,"Un exconvicto recientemente liberado y su hermano menor, adoptivo, se ven obligados a huir. Al ser perseguidos por un criminal vengativo, los federales y un grupo de soldados de otro mundo, encontraron su única protección: un arma de ascendenciamisteriosa.",SAM13,2018,102
126,50862,Movie,El lado oscuro del deseo,https://www.starz.com/ar/es/movies/El-lado-oscuro-del-deseo-50862,"Evan es un hombre casado cuya mujer e hijos están de viaje. Una noche lluviosa acoge a dos chicas que, aunque al principio se muestre reacio, lo seducen. Lo que todavía no sabe son los horribles planes que ellas tienen para él.",SAM16,2015,99
127,49386,Movie,Cuenta regresiva,https://www.starz.com/ar/es/movies/Cuenta-regresiva-49386,"Un maestro abre una cápsula del tiempo que ha sido desenterrada en la escuela primaria de su hijo, en ella hay algunas predicciones escalofriantes, algunas que ya han ocurrido y otras que están a punto de ocurrir, que le llevan a creer que su familia juega un papel en los acontecimientos que están a punto de desarrollarse.",SAM13,2009,121
128,62069,Movie,La La Land: Una historia de amor,https://www.starz.com/ar/es/movies/La-La-Land:-Una-historia-de-amor-62069,"Emma Stone y Ryan Gosling la protagonizan como Mia y Sebastian, una actriz y un músico de jazz que buscan alcanzar sus sueños en Hollywood y se encuentran uno al otro en una animada celebración de esperanza, sueños y amor.",SAM13,2016,127
129,60725,Movie,Ladrones,https://www.starz.com/ar/es/movies/Ladrones-60725,El legendario ladrón Alejandro Toledo regresa a sus raíces con un nuevo socio para reclamar tierras robadas a una comunidad humilde por una despiadada familia de ladrones.,SAM13,2015,97
130,59242,Movie,El último cazador de brujas,https://www.starz.com/ar/es/movies/El-último-cazador-de-brujas-59242,El último cazador de brujas es la única barrera entre la humanidad y las fuerzas combinadas de las más terribles brujas de la historia.,SAM13,2015,106
131,49225,Movie,Laws Of Attraction,https://www.starz.com/ar/es/movies/Laws-Of-Attraction-49225,"Dos exitosos abogados rivales de Nueva York se enamoran, a pesar de sostener una batalla en dos casos de divorcio.",SAM13,2004,90
132,25250,Movie,El duende 2,https://www.starz.com/ar/es/movies/El-duende-2-25250,"Hace mil años, un duende malvado se frustra al intentar atrapar a una joven novia. Ahora, en 1994 en Los Ángeles, el duende está decidido a tomar a la hermosa descendiente de la mujer como su novia y dejará un rastro de carnicería haciéndolo.",SAM16,1994,85
133,63744,Movie,El libro de los secretos,https://www.starz.com/ar/es/movies/El-libro-de-los-secretos-63744,Un héroe solitario tiene que buscarse la vida en las tierras baldías de la América post-apocalíptica para proteger un libro sagrado que contiene la llave para salvar el futuro de la humanidad.,SAM16,2010,117
134,38894,Movie,Llámame Por Tu Nombre,https://www.starz.com/ar/es/movies/Llámame-Por-Tu-Nombre-38894,"A mediados del esplendoroso verano de 1980 en Italia, Elio y Oliver descubren el maravilloso despertar del deseo que cambiara sus vidas por siempre.",SAM16,2017,131
135,62696,Movie,Golpe en londres,https://www.starz.com/ar/es/movies/Golpe-en-londres-62696,"Un atraco a un banco sale mal y alguien es asesinado, pero las cosas pueden no ser lo que parecen.",SAM16,2017,95
136,63444,Movie,Make your move,https://www.starz.com/ar/es/movies/Make-your-move-63444,"Make your move trata de una joven bailarina coreana, Aya (BoA), que vive en Nueva York y dirige su grupo de baile femenino Cobu. Aya se enamora de Donny (Derek Hough), un valiente y atrevido bailarín que se muda de Nueva Orleans a Nueva York para ayudar a su hermanastro, Nick (Wesley Jonathan), a dirigir uno de los clubes de baile más populares de la ciudad.",SAM13,2014,109
137,50021,Movie,Mamma Mia!,https://www.starz.com/ar/es/movies/Mamma-Mia!-50021,"Donna, una madre independiente y soltera, dueña de un pequeño hotel en una idílica isla griega, está a punto de dejar que se marche Sophie, la hija a la que ha criado sola.",ATP,2008,108
138,49297,Movie,Al borde del abismo,https://www.starz.com/ar/es/movies/Al-borde-del-abismo-49297,"Un ex policía, recientemente liberado de prisión, está parado en la cornisa de un edificio, amenazando con saltar. Mientras tanto, un enorme robo de joyas se está llevando a cabo cerca ¿hay más en la historia de lo que se ve a simple vista?",SAM13,2012,102
139,30190,Movie,¿Conocen a Joe Black?,https://www.starz.com/ar/es/movies/¿Conocen-a-Joe-Black?-30190,"Bill es un amoroso padre y un honesto hombre de negocios que jamás ha pensado en la muerte hasta que una mañana, se le aparece para cumplir lo inevitable.",SAM13,1998,180
140,47625,Movie,Hombres De Negro,https://www.starz.com/ar/es/movies/Hombres-De-Negro-47625,"HOMBREHOMBRES DE NEGRO sigue las peripecias de los agentes K y J, miembros de una organización ultrasecreta establecida para monitorear la actividad alienígena en la Tierra.",SAM13,1997,97
141,29666,Movie,Los mensajeros,https://www.starz.com/ar/es/movies/Los-mensajeros-29666,"Una siniestra oscuridad invade una serena granja de girasoles en Dakota del Norte, y la familia Solomon está destrozada por la sospecha, el caos y el asesinato.",SAM13,2007,90
142,63545,Movie,Una Navidad a la medida,https://www.starz.com/ar/es/movies/Una-Navidad-a-la-medida-63545,"Este año Steven acogerá a su familia durante la Navidad, por lo que contrata a una organizadora de eventos para que le ayude a planear su fiesta familiar.",ATP,2018,84
143,62682,Movie,Una Navidad a la moda real,https://www.starz.com/ar/es/movies/Una-Navidad-a-la-moda-real-62682,"Kristin Cooper, la guapa y talentosa asistente de una firma global de relaciones públicas, es
puesta a cargo del Desfile de Moda y Subasta Navideña anual para el empresario de ropa, Sr. Carson.",ATP,2018,86
144,63106,Movie,Navidad empaquetada,https://www.starz.com/ar/es/movies/Navidad-empaquetada-63106,"Candace Cameron Bure protagoniza Navidad empaquetada, como la doctora Lauren Burnell que acepta una posición en Alaska después de perder a su novio y prestigioso compañero de cirugía, sólo para luego darse cuenta que es en un diminuto hospital en un pueblito.",ATP,2014,86
145,31681,Movie,No Hay Nada Como las Fiestas,https://www.starz.com/ar/es/movies/No-Hay-Nada-Como-las-Fiestas-31681,Los distantes miembros de la familia Rodriguez se unen en la casa de sus padres para enfrentar lo que podría ser su última Navidad juntos en esta conmovedora comedia navideña.,SAM13,2008,98
146,41557,Movie,Open Water,https://www.starz.com/ar/es/movies/Open-Water-41557,"Dan y Susan están extáticos de estar finalmente en sus tan anticipadas vacaciones tropicales en el Caribe. Sin embargo, después de un error cometido por el personal de su barco, la pareja se queda sola en medio del océano, y su terrible experiencia pronto se convierte en una pesadilla cuando los tiburones comienzan a aparecer. Inspirada en una historia real.",SAM16,2003,79
147,65840,Movie,Ouija: El origen del mal,https://www.starz.com/ar/es/movies/Ouija:-El-origen-del-mal-65840,"En Ouija: El origen del mal, la secuela del éxito inesperado del 2014, un grupo de ilusos amigos debe confrontar sus más terribles miedos cuando desatan un mal del más allá que sólo ellos pueden mandar de regreso.",SAM13,2016,98
148,51827,Movie,Las ventajas de ser invisible,https://www.starz.com/ar/es/movies/Las-ventajas-de-ser-invisible-51827,"Drama protagonizado por Emma Watson y Ezra Miller, basado en la novela de Stephen Chbosky. Charlie siempre ha sido un introvertido, pero es forzado a salir de las sombras cuando conoce a Sam y a su hermanastro amante de la aventura Patrick. Juntos, el trío inicia un viaje de descubrimiento mientras exploran el amor, la sexualidad, la música y las fiestas salvajes.",SAM13,2012,102
149,63543,Movie,"Posdata, te amo","https://www.starz.com/ar/es/movies/Posdata,-te-amo-63543",Una viuda (Hilary Swank) apenada encuentra una serie de mensajes que le dejó su marido fallecido para ayudarle a disminuir su dolor y alentarla a iniciar una nueva vida por sí misma.,SAM13,2007,125
150,61798,Movie,Power Rangers,https://www.starz.com/ar/es/movies/Power-Rangers-61798,Saban’s Power Rangers cuenta la historia de cinco adolescentes de lo más ordinario que deben convertirse en algo extraordinario al enterarse que su pueblito de Angel Grove – y el mundo – están a punto de ser aniquilados por una amenaza extraterrestre.,SAM13,2017,123
151,52089,Movie,El Príncipe y yo,https://www.starz.com/ar/es/movies/El-Príncipe-y-yo-52089,"Paige es una estudiante de medicina brillante de un pueblo rural con grandes planes para su futuro. Sin embargo, estos planes quedan en un segundo plano cuando conoce a Eddie, un estudiante de Dinamarca del que se enamora.",ATP,2004,110
152,34897,Movie,La redada,https://www.starz.com/ar/es/movies/La-redada-34897,"En el corazón de la poblada ciudad de Jakarta está el escondite de una pandilla de traficantes. Antes de amanecer un escuadrón de S.W.A.T llega para atrapar al líder, pero cuando la noticia de la redada se esparce, los habitantes del edificio no se detendrán para impedir el asalto y el escuadrón deberá encontrar la salida en la misión más mortal que jamás hayan tenido",SAM16,2012,101
153,63541,Movie,Ranchero,https://www.starz.com/ar/es/movies/Ranchero-63541,"Este crudo drama estelarizado por Danny Trejo (MACHETE) 
sigue la vida de dos fracasados hombres de mediana edad y su batalla con las drogas, las pandillas y los sueños rotos 
en un miserable barrio de Los Ángeles.",SAM16,2011,94
154,50225,Movie,Rudo y Cursi : La vida es un volado,https://www.starz.com/ar/es/movies/Rudo-y-Cursi-:-La-vida-es-un-volado-50225,Los hermanos Beto (Diego Luna) y Tato (Gael García Bernal) Verdusco trabajan en un rancho platanero y juegan futbol en el equipo de su pueblo.,SAM16,2008,101
155,63675,Movie,El sabotaje,https://www.starz.com/ar/es/movies/El-sabotaje-63675,"Un equipo de élite de la agencia antidroga norteamericana (DEA) aprovecha una operación contra un cártel para apoderarse de un botín de varios millones de dólares; poco después, alguien empieza a eliminar a los miembros del grupo para quedarse con todo el dinero.",SAM16,2014,109
156,63449,Movie,Querido Santa Secreto,https://www.starz.com/ar/es/movies/Querido-Santa-Secreto-63449,"Tatyana Ali estelariza en esta película llena de estrellas, incluyendo a Jordin Sparks, Ernie Hudson y Della Reese. ¡Es un reconfortante romance navideño!",ATP,2013,89
157,44850,Movie,Rápido y fogoso,https://www.starz.com/ar/es/movies/Rápido-y-fogoso-44850,"Un adolescente desesperado por perder su virginidad convence a sus amigos de ir en un viaje por carretera con él para conocer a una chica que conoció en línea, pero el viaje pronto resulta en una serie de contratiempos hilarantes.",SAM16,2008,109
158,50878,Movie,Sicario,https://www.starz.com/ar/es/movies/Sicario-50878,"En el área fronteriza y anárquica que se extiende entre los Estados Unidos y México, una agente idealista del FBI es reclutada por un funcionario gubernamental élite para ayudar en la creciente guerra contra las drogas.",SAM16,2015,121
159,60727,Movie,Campamento del terror,https://www.starz.com/ar/es/movies/Campamento-del-terror-60727,"Cuatro jóvenes estadounidenses se apuntan como monitores en un campamento de verano en Europa. Al llegar, una extraña infección, que causa furia extrema, sumerge al grupo en una espiral de terror y locura",SAM13,2015,84
160,51922,Movie,Tropa de élite,https://www.starz.com/ar/es/movies/Tropa-de-élite-51922,"Antes de la llegada del Papa a Rio de Janeiro, el Capitán Nascimento de la fuerza BOPE quiere salir de la corporación para dedicarse a enseñar en la academia y poder atender a su esposa embarazada, por lo que debe encontrar un sustituto para su puesto.",SAM16,2007,115
161,49793,Movie,Mi nombre es Tsotsi,https://www.starz.com/ar/es/movies/Mi-nombre-es-Tsotsi-49793,"Un criminal convertido en asesino se da cuenta de que la mujer que asesinó dejó un bebé en el asiento trasero de su coche, y pronto se vuelve más apegado a él de lo que nunca pensó posible.",SAM16,2005,94
162,50834,Movie,Crepúsculo la saga: Amanecer – Parte 2,https://www.starz.com/ar/es/movies/Crepúsculo-la-saga:-Amanecer-–-Parte-2-50834,"En el quinto y último capítulo de la saga de Crepúsculo, el nacimiento del hijo de Bella y Edward enciende las fuerzas que amenazan con destruirlos a todos. Ahora, los Cullen deben conseguir la ayuda de amigos lejanos y antiguos enemigos, incluyendo la manada de lobos de Jacob, mientras las tensiones parecen dirigirse hacia una guerra total en la emocionante conclusión del fenómeno épico.",SAM13,2012,115
163,50241,Movie,"Crepúsculo, la saga: Eclipse","https://www.starz.com/ar/es/movies/Crepúsculo,-la-saga:-Eclipse-50241","Mientras una serie de misteriosos asesinatos se apodera de Seattle, Bella, cuya graduación de secundaria se acerca rápidamente, se ve obligada a elegir entre su amor por el vampiro Edward y su amistad con el hombre lobo Jacob.",SAM13,2010,123
164,51369,Movie,Tyler Perry's A Madea Christmas,https://www.starz.com/ar/es/movies/Tyler-Perry's-A-Madea-Christmas-51369,"A Madea la engatusan para ayudar a una amiga para hacer una visita sorpresa durante la Navidad, a su hija que vive en el campo. Pero la sorpresa mayor es lo que se llevan ellas cuando llegan. Mientras el pueblo se prepara para su fiesta navideña anual, se revelan nuevos secretos y se ponen a prueba viejas amistades entre tanto Madea les sirve a todos su propia marca de espíritu navideño.",SAM13,2013,99
165,51713,Movie,"¡Bu! 2 Una noche de brujas de Madea, de Tyler Perry","https://www.starz.com/ar/es/movies/¡Bu!-2-Una-noche-de-brujas-de-Madea,-de-Tyler-Perry-51713","Cuando la hija de Brian, (Tyler Perry) se escapa a una fiesta, en un campamento embrujado, Madea, Bam Hattie y Joe comienzan toda una travesía llena de miedo y diversión para traerla de regreso a casa, haciendo reír y asustando a todos los monstruos, duendes y fanáticos de la fiesta que se interponen en su camino.",SAM13,2017,100
166,39528,Movie,De Tyler Perry: Las niñas de papá,https://www.starz.com/ar/es/movies/De-Tyler-Perry:-Las-niñas-de-papá-39528,"Una historia opuesta a la de Cenicienta, en la que una exitosa abogada (Union) se enamora de un mecánico (Elba) con problemas financieros y padre soltero de tres niñas.",SAM13,2007,100
167,49570,Movie,Una vida por delante,https://www.starz.com/ar/es/movies/Una-vida-por-delante-49570,"Un ranchero (Robert Redford) de Wyoming le da refugio a su sufrida nuera (Jennifer Lopez), cuyas heridas tardan un buen tiempo en sanar.",SAM13,2005,107
168,50752,Movie,Zombie,https://www.starz.com/ar/es/movies/Zombie-50752,"Después del apocalipsis zombie, la sobreviviente Julie es rescatada de un ataque de zombies por R, quién también es uno de los muertos vivientes. Sin embargo, a medida que su relación se desarrolla, R aparentemente comienza a volverse humano de nuevo.",SAM13,2013,97
169,60447,Movie,Dónde Está El Dinero,https://www.starz.com/ar/es/movies/Dónde-Está-El-Dinero-60447,"Un joven de agudo intelecto, proveniente de las calles de South Central, debe ser reclutado en una fraternidad elitista en USC para recuperar dinero robado.",SAM16,2017,85
170,23791,Movie,Whiplash: Música y obsesión,https://www.starz.com/ar/es/movies/Whiplash:-Música-y-obsesión-23791,"El objetivo de Andrew Neiman, un joven y ambicioso baterista de jazz, es triunfar en el elitista Conservatorio de Música de la Costa Este en el que estudia. Marcado por el fracaso de la carrera literaria de su padre, Andrew alberga sueños de grandeza.",SAM16,2014,106
171,62694,Movie,La maldición de la casa Winchester,https://www.starz.com/ar/es/movies/La-maldición-de-la-casa-Winchester-62694,"El bebé y el marido (William Wirt Winchester) de Sarah Winchester, heredera de la compañía de rifles Winchester, mueren repentinamente. Debido a ello, cree estar maldita por toda la muerte causada por los rifles, por lo que acude a una médium, quien le aconseja construirse una casa en San José, California, la cual nunca debe finalizarse, para que los espíritus que regresan no puedan hallarla.",SAM13,2018,99
172,62754,Movie,Testigo de cargo,https://www.starz.com/ar/es/movies/Testigo-de-cargo-62754,"La historia está ambientada en el Londres de la década de 1920 y se centra en un asesinato, ""brutal y sanguinario"", que ha ""manchado las lujosas alfombras de una hermosa casa de Londres"".",SAM16,2017,117
